-75.27362,39.8763,0.2869,
10578,35046 ,25417 ,Burglary Residential,127698
10579,70669 ,50449 ,Theft from Vehicle,127720
10580,32384 ,34143 ,Burglary Residential,127765
10581,35046 ,25417 ,Theft from Vehicle,127769
10582,21904 ,14957 ,Aggravated Assault No Firearm,127772
10583,18077 ,33666 ,Burglary Residential,127819
10584,55733 ,39337 ,Theft from Vehicle,127820
10585,13853 ,29576 ,Aggravated Assault No Firearm,127831
10586,62424 ,41233 ,Robbery Firearm,127833
10587,83888 ,67695 ,Aggravated Assault No Firearm,127838
10588,81309 ,51316 ,Burglary Residential,127871
10589,50080 ,38187 ,Robbery No Firearm,127871
10590,22447 ,28750 ,Burglary Residential,127874
10591,30488 ,40557 ,Robbery Firearm,127877
10592,52846 ,49972 ,Motor Vehicle Theft,127904
10593,69069 ,59487 ,Robbery Firearm,127908
10594,25772 ,28100 ,Robbery No Firearm,127948
10595,11312 ,30985 ,Burglary Residential,127982
10596,42600 ,47673 ,Aggravated Assault No Firearm,127985
10597,13029 ,13037 ,Robbery Firearm,127987
10598,33688 ,19005 ,Theft from Vehicle,127987
10599,49306 ,36835 ,Aggravated Assault No Firearm,128035
10600,33688 ,19005 ,Aggravated Assault Firearm,128066
10601,11672 ,15773 ,Burglary Residential,128094
10602,32016 ,53185 ,Aggravated Assault Firearm,128114
10603,54489 ,42343 ,Aggravated Assault No Firearm,128141
10604,37087 ,61837 ,Burglary Residential,128149
10605,86730 ,81675 ,Aggravated Assault No Firearm,128158
10606,37715 ,35538 ,Robbery No Firearm,128171
10607,43510 ,20698 ,Robbery Firearm,128174
10608,54373 ,60451 ,Motor Vehicle Theft,128193
10609,92841 ,67199 ,Burglary Residential,128235
10610,53163 ,56037 ,Burglary Residential,128257
10611,43476 ,28491 ,Robbery No Firearm,128283
10612,19432 ,27266 ,Robbery Firearm,128354
10613,50725 ,49856 ,Theft from Vehicle,128357
10614,40861 ,40900 ,Burglary Residential,128360
10615,56678 ,42366 ,Burglary Residential,128468
10616,40590 ,38400 ,Robbery Firearm,128499
10617,39472 ,38541 ,Robbery Firearm,128500
10618,12553 ,12698 ,Robbery Firearm,128533
10619,53163 ,56037 ,Robbery Firearm,128548
10620,31135 ,33113 ,Motor Vehicle Theft,128551
10621,67593 ,47894 ,Aggravated Assault No Firearm,128570
10622,15283 ,25173 ,Motor Vehicle Theft,128579
10623,67082 ,44611 ,Theft from Vehicle,128622
10624,27350 ,58342 ,Theft from Vehicle,128628
10625,15963 ,53856 ,Theft from Vehicle,128636
10626,35965 ,19402 ,Theft from Vehicle,128663
10627,33536 ,17957 ,Burglary Residential,128673
10628,36482 ,50828 ,Theft from Vehicle,128678
10629,44849 ,17796 ,Burglary Residential,128689
10630,44009 ,62846 ,Burglary Residential,128691
10631,12936 ,24976 ,Theft from Vehicle,128697
10632,46196 ,53661 ,Theft from Vehicle,128700
10633,39624 ,45605 ,Theft from Vehicle,128706
10634,14958 ,15056 ,Robbery No Firearm,128720
10635,43245 ,58624 ,Burglary Residential,128725
10636,70700 ,55770 ,Theft from Vehicle,128734
10637,33717 ,57106 ,Robbery No Firearm,128740
10638,41102 ,22716 ,Aggravated Assault Firearm,128759
10639,43715 ,29686 ,Aggravated Assault No Firearm,128762
10640,74336 ,50674 ,Theft from Vehicle,128762
10641,20418 ,32017 ,Theft from Vehicle,128766
10642,48510 ,40711 ,Theft from Vehicle,128797
10643,58433 ,41100 ,Burglary Residential,128830
10644,99100 ,69124 ,Theft from Vehicle,128838
10645,42192 ,45809 ,Motor Vehicle Theft,128845
10646,51980 ,56872 ,Robbery No Firearm,128850
10647,82029 ,72638 ,Theft from Vehicle,128865
10648,17677 ,22090 ,Burglary Residential,128867
10649,12402 ,33932 ,Motor Vehicle Theft,128899
10650,25932 ,58788 ,Robbery Firearm,128901
10651,34145 ,31947 ,Burglary Residential,128912
10652,9420 ,25095 ,Theft from Vehicle,128915
10653,46084 ,15459 ,Theft from Vehicle,128918
10654,60727 ,53004 ,Robbery Firearm,128926
10655,38150 ,34971 ,Aggravated Assault No Firearm,128929
10656,33770 ,25611 ,Theft from Vehicle,128929
10657,38934 ,15508 ,Burglary Residential,128931
10658,85344 ,68529 ,Theft from Vehicle,128932
10659,30517 ,40574 ,Burglary Non-Residential,128942
10660,54232 ,50915 ,Burglary Residential,128950
10661,27182 ,20775 ,Burglary Residential,128952
10662,50488 ,43292 ,Robbery No Firearm,128952
10663,16493 ,15481 ,Burglary Residential,128955
10664,33807 ,11457 ,Burglary Residential,128962
10665,14518 ,15484 ,Robbery Firearm,128964
10666,40774 ,62119 ,Theft from Vehicle,128987
10667,65224 ,50120 ,Theft from Vehicle,128994
10668,67613 ,52893 ,Theft from Vehicle,129000
10669,52429 ,51655 ,Burglary Residential,129005
10670,50328 ,57960 ,Burglary Residential,129005
10671,37137 ,34115 ,Theft from Vehicle,129006
10672,52169 ,33895 ,Robbery No Firearm,129012
10673,33103 ,36868 ,Theft from Vehicle,129042
10674,49592 ,47959 ,Theft from Vehicle,129070
10675,78082 ,60109 ,Rape,129078
10676,72394 ,58589 ,Robbery Firearm,129090
10677,68622 ,50076 ,Burglary Residential,129093
10678,40038 ,47849 ,Robbery No Firearm,129121
10679,36040 ,50788 ,Aggravated Assault Firearm,129126
10680,53792 ,42928 ,Aggravated Assault No Firearm,129176
10681,55175 ,41493 ,Burglary Residential,129190
10682,2368 ,35431 ,Burglary Residential,129192
10683,42103 ,43923 ,Rape,129202
10684,33368 ,35570 ,Robbery No Firearm,129204
10685,39007 ,18561 ,Robbery No Firearm,129218
10686,37956 ,55089 ,Robbery No Firearm,129229
10687,49268 ,37815 ,Burglary Residential,129243
10688,11346 ,25845 ,Burglary Residential,129246
10689,11346 ,25845 ,Robbery No Firearm,129248
10690,14432 ,20016 ,Aggravated Assault Firearm,129250
10691,29670 ,32954 ,Aggravated Assault Firearm,129263
10692,13868 ,16838 ,Burglary Residential,129276
10693,20894 ,27618 ,Theft from Vehicle,129279
10694,49634 ,54779 ,Burglary Residential,129280
10695,8064 ,36429 ,Theft from Vehicle,129296
10696,30907 ,63252 ,Robbery No Firearm,129299
10697,44918 ,56733 ,Rape,129336
10698,39221 ,66790 ,Theft from Vehicle,129356
10699,44073 ,20340 ,Robbery No Firearm,129370
10700,34470 ,55599 ,Robbery No Firearm,129381
10701,71406 ,65392 ,Burglary Residential,129382
10702,19469 ,25197 ,Rape,129416
10703,107213 ,71924 ,Burglary Residential,129417
10704,29406 ,64988 ,Burglary Residential,129422
10705,41906 ,47018 ,Robbery No Firearm,129422
10706,39766 ,34765 ,Burglary Residential,129425
10707,33252 ,50984 ,Robbery Firearm,129429
10708,38062 ,21766 ,Aggravated Assault Firearm,129441
10709,36007 ,40961 ,Theft from Vehicle,129446
10710,54956 ,49899 ,Theft from Vehicle,129494
10711,51192 ,36263 ,Homicide - Criminal ,129516
10712,43112 ,22500 ,Theft from Vehicle,129522
10713,40102 ,34679 ,Burglary Residential,129524
10714,40102 ,34679 ,Theft from Vehicle,129532
10715,31485 ,37757 ,Aggravated Assault No Firearm,129533
10716,46970 ,50421 ,Aggravated Assault No Firearm,129533
10717,33201 ,17533 ,Aggravated Assault Firearm,129535
10718,22231 ,23687 ,Homicide - Criminal,129535
10719,38467 ,37700 ,Burglary Residential,129559
10720,44611 ,44617 ,Robbery No Firearm,129565
10721,10418 ,32196 ,Burglary Residential,129569
10722,37296 ,27010 ,Burglary Residential,129569
10723,20390 ,22560 ,Aggravated Assault No Firearm,129598
10724,35168 ,59433 ,Robbery No Firearm,129623
10725,15770 ,43225 ,Robbery No Firearm,129624
10726,22447 ,28750 ,Aggravated Assault No Firearm,129639
10727,10624 ,25993 ,Homicide - Gross Negligence,129668
10728,34761 ,42146 ,Aggravated Assault Firearm,129671
10729,44718 ,44432 ,Robbery Firearm,129675
10730,74116 ,64948 ,Burglary Residential,129692
10731,37999 ,36857 ,Homicide - Gross Negligence,129701
10732,43383 ,49571 ,Burglary Residential,129702
10733,43193 ,62348 ,Theft from Vehicle,129703
10734,45786 ,28186 ,Aggravated Assault Firearm,129710
10735,69575 ,48485 ,Aggravated Assault No Firearm,129711
10736,17930 ,25128 ,Theft from Vehicle,129714
10737,47403 ,30612 ,Aggravated Assault No Firearm,129721
10738,66212 ,48945 ,Burglary Residential,129757
10739,20047 ,27722 ,Theft from Vehicle,129764
10740,37386 ,35752 ,Robbery Firearm,129766
10741,22447 ,28750 ,Burglary Residential,129775
10742,22447 ,28750 ,Robbery Firearm,129802
10743,22447 ,28750 ,Aggravated Assault Firearm,129810
10744,54784 ,49343 ,Aggravated Assault Firearm,129810
10745,38179 ,26237 ,Aggravated Assault Firearm,129810
10746,11611 ,24789 ,Robbery Firearm,129811
10747,37109 ,55109 ,Aggravated Assault No Firearm,129819
10748,38547 ,30335 ,Aggravated Assault No Firearm,129849
10749,54784 ,49343 ,Motor Vehicle Theft,129849
10750,41641 ,28204 ,Robbery Firearm,129851
10751,61433 ,47776 ,Aggravated Assault Firearm,129862
10752,92622 ,61399 ,Theft from Vehicle,129866
10753,80397 ,64483 ,Theft from Vehicle,130087
10754,82700 ,53181 ,Theft from Vehicle,130098
10755,28236 ,52635 ,Robbery No Firearm,130113
10756,71260 ,61877 ,Theft from Vehicle,130175
10757,10034 ,39092 ,Theft from Vehicle,130203
10758,54547 ,42634 ,Burglary Residential,130205
10759,39037 ,58302 ,Aggravated Assault No Firearm,130214
10760,61808 ,45681 ,Robbery No Firearm,130231
10761,34356 ,55052 ,Motor Vehicle Theft,130255
10762,33540 ,17664 ,Theft from Vehicle,130260
10763,20945 ,27932 ,Theft from Vehicle,130276
10764,39445 ,37984 ,Aggravated Assault No Firearm,130278
10765,45049 ,36713 ,Theft from Vehicle,130287
10766,43134 ,16267 ,Burglary Residential,130300
10767,36584 ,54537 ,Motor Vehicle Theft,130305
10768,47611 ,52521 ,Burglary Residential,130307
10769,80589 ,49936 ,Theft from Vehicle,130362
10770,39246 ,34824 ,Aggravated Assault No Firearm,130380
10771,40184 ,33097 ,Motor Vehicle Theft,130381
10772,35816 ,38636 ,Theft from Vehicle,130392
10773,16176 ,19572 ,Robbery No Firearm,130396
10774,24732 ,27685 ,Robbery Firearm,130410
10775,74769 ,64272 ,Motor Vehicle Theft,130414
10776,37180 ,34341 ,Burglary Non-Residential,130428
10777,19207 ,31537 ,Burglary Residential,130429
10778,40336 ,67730 ,Aggravated Assault No Firearm,130433
10779,41748 ,47565 ,Aggravated Assault No Firearm,130434
10780,84331 ,57873 ,Robbery No Firearm,130435
10781,10453 ,34823 ,Motor Vehicle Theft,130436
10782,15836 ,36335 ,Aggravated Assault No Firearm,130451
10783,70897 ,50348 ,Aggravated Assault No Firearm,130452
10784,32462 ,41819 ,Aggravated Assault No Firearm,130456
10785,33544 ,32242 ,Robbery Firearm,130456
10786,38699 ,34898 ,Theft from Vehicle,130476
10787,59148 ,46112 ,Theft from Vehicle,130480
10788,37821 ,52120 ,Theft from Vehicle,130526
10789,41907 ,50650 ,Theft from Vehicle,130538
10790,36248 ,22350 ,Burglary Residential,130559
10791,46324 ,36510 ,Theft from Vehicle,130564
10792,63832 ,55197 ,Motor Vehicle Theft,130574
10793,41499 ,28392 ,Aggravated Assault Firearm,130580
10794,56191 ,42556 ,Burglary Residential,130589
10795,60759 ,40390 ,Theft from Vehicle,130596
10796,37433 ,25117 ,Burglary Residential,130600
10797,35163 ,18023 ,Theft from Vehicle,130629
10798,40593 ,42288 ,Theft from Vehicle,130634
10799,76066 ,47322 ,Burglary Residential,130650
10800,44447 ,15717 ,Burglary Non-Residential,130662
10801,34614 ,34623 ,Aggravated Assault No Firearm,130681
10802,14205 ,26641 ,Burglary Non-Residential,130682
10803,38290 ,51243 ,Burglary Residential,130714
10804,76066 ,47322 ,Aggravated Assault No Firearm,130722
10805,39479 ,33215 ,Robbery No Firearm,130741
10806,29928 ,47276 ,Aggravated Assault No Firearm,130759
10807,52863 ,34714 ,Theft from Vehicle,130788
10808,58200 ,36645 ,Robbery No Firearm,130801
10809,69749 ,73780 ,Robbery No Firearm,130805
10810,40047 ,37866 ,Aggravated Assault No Firearm,130808
10811,15302 ,34739 ,Theft from Vehicle,130816
10812,46821 ,38887 ,Burglary Residential,130819
10813,35676 ,29959 ,Burglary Residential,130820
10814,46053 ,30826 ,Robbery No Firearm,130836
10815,43405 ,35838 ,Robbery No Firearm,130861
10816,36444 ,25799 ,Burglary Residential,130882
10817,51918 ,42418 ,Theft from Vehicle,130903
10818,13228 ,13183 ,Robbery No Firearm,130932
10819,54886 ,50256 ,Theft from Vehicle,130939
10820,35244 ,36349 ,Aggravated Assault No Firearm,130944
10821,37209 ,29244 ,Theft from Vehicle,130965
10822,35638 ,67279 ,Robbery Firearm,130968
10823,16203 ,27122 ,Theft from Vehicle,130989
10824,66607 ,45036 ,Burglary Residential,130990
10825,80538 ,51224 ,Homicide - Criminal,130998
10826,25865 ,32098 ,Aggravated Assault No Firearm,131034
10827,33125 ,50867 ,Burglary Residential,131049
10828,40013 ,25474 ,Robbery Firearm,131069
10829,19432 ,27266 ,Theft from Vehicle,131069
10830,36578 ,9902 ,Robbery No Firearm,131079
10831,21908 ,46095 ,Aggravated Assault No Firearm,131105
10832,39619 ,59405 ,Aggravated Assault No Firearm,131132
10833,10505 ,31096 ,Robbery No Firearm,131161
10834,10505 ,31096 ,Aggravated Assault No Firearm,131171
10835,49609 ,50009 ,Motor Vehicle Theft,131178
10836,69164 ,51300 ,Motor Vehicle Theft,131178
10837,35356 ,20800 ,Homicide - Criminal,131179
10838,82722 ,56532 ,Aggravated Assault No Firearm,131187
10839,10729 ,33217 ,Aggravated Assault Firearm,131188
10840,56767 ,35501 ,Robbery No Firearm,131200
10841,57420 ,54994 ,Robbery No Firearm,131210
10842,43711 ,29617 ,Robbery Firearm,131250
10843,11453 ,29855 ,Robbery No Firearm,131254
10844,10538 ,29968 ,Theft from Vehicle,131257
10845,36141 ,20177 ,Homicide - Criminal,131266
10846,74329 ,50647 ,Aggravated Assault Firearm,131276
10847,90934 ,88843 ,Burglary Residential,131313
10848,40382 ,31385 ,Motor Vehicle Theft,131315
10849,7371 ,34631 ,Rape,131327
10850,65677 ,46367 ,Burglary Residential,131338
10851,38060 ,42053 ,Theft from Vehicle,131392
10852,34941 ,17338 ,Aggravated Assault No Firearm,131397
10853,18165 ,13052 ,Theft from Vehicle,131496
10854,60171 ,46341 ,Theft from Vehicle,131502
10855,27319 ,63401 ,Theft from Vehicle,131519
10856,40300 ,16655 ,Theft from Vehicle,131527
10857,50452 ,36463 ,Burglary Residential,131534
10858,35654 ,24901 ,Burglary Non-Residential,131564
10859,56543 ,41073 ,Theft from Vehicle,131564
10860,34534 ,18021 ,Theft from Vehicle,131571
10861,76492 ,55657 ,Theft from Vehicle,131591
10862,40533 ,33055 ,Theft from Vehicle,131601
10863,17168 ,34781 ,Burglary Non-Residential,131606
10864,76209 ,55842 ,Aggravated Assault No Firearm,131633
10865,31998 ,56122 ,Robbery No Firearm,131647
10866,29869 ,24847 ,Theft from Vehicle,131652
10867,36581 ,13976 ,Theft from Vehicle,131663
10868,67338 ,50191 ,Aggravated Assault No Firearm,131676
10869,79950 ,56605 ,Robbery No Firearm,131681
10870,70598 ,50658 ,Motor Vehicle Theft,131685
10871,28472 ,17338 ,Theft from Vehicle,131689
10872,40597 ,28564 ,Theft from Vehicle,131703
10873,58896 ,53048 ,Burglary Residential,131711
10874,19236 ,31314 ,Theft from Vehicle,131743
10875,11296 ,31001 ,Burglary Residential,131754
10876,77466 ,54809 ,Aggravated Assault Firearm,131761
10877,35556 ,21680 ,Burglary Residential,131769
10878,17523 ,28460 ,Burglary Residential,131773
10879,10992 ,16342 ,Theft from Vehicle,131785
10880,51629 ,33077 ,Aggravated Assault No Firearm,131805
10881,72961 ,50424 ,Theft from Vehicle,131808
10882,44059 ,48330 ,Burglary Residential,131810
10883,43954 ,60254 ,Burglary Residential,131842
10884,75939 ,53954 ,Robbery No Firearm,131848
10885,47817 ,53338 ,Theft from Vehicle,131867
10886,45241 ,30435 ,Theft from Vehicle,131877
10887,38071 ,25018 ,Aggravated Assault Firearm,131891
10888,41391 ,40462 ,Theft from Vehicle,131899
10889,37374 ,37844 ,Theft from Vehicle,131964
10890,31965 ,24167 ,Robbery No Firearm,131975
10891,69647 ,49815 ,Aggravated Assault Firearm,131988
10892,47378 ,28818 ,Theft from Vehicle,131989
10893,71222 ,55969 ,Burglary Residential,131999
10894,25487 ,61630 ,Robbery Firearm,132001
10895,13659 ,28088 ,Theft from Vehicle,132001
10896,13516 ,26574 ,Burglary Residential,132002
10897,17193 ,33780 ,Robbery Firearm,132019
10898,44274 ,55078 ,Burglary Residential,132021
10899,15489 ,13989 ,Rape,132021
10900,19979 ,51266 ,Burglary Residential,132027
10901,64678 ,53409 ,Robbery Firearm,132035
10902,54303 ,38985 ,Motor Vehicle Theft,132042
10903,63526 ,59950 ,Burglary Residential,132043
10904,34792 ,18248 ,Aggravated Assault No Firearm,132047
10905,46625 ,40908 ,Burglary Residential,132057
10906,91318 ,62907 ,Robbery No Firearm,132060
10907,60964 ,45778 ,Robbery No Firearm,132065
10908,34033 ,17610 ,Theft from Vehicle,132069
10909,50731 ,52218 ,Theft from Vehicle,132072
10910,37374 ,37844 ,Burglary Residential,132091
10911,60298 ,57785 ,Aggravated Assault No Firearm,132092
10912,36508 ,47446 ,Aggravated Assault Firearm,132095
10913,22837 ,33184 ,Aggravated Assault No Firearm,132110
10914,26965 ,56185 ,Theft from Vehicle,132119
10915,38851 ,25349 ,Burglary Residential,132133
10916,8183 ,3059 ,Burglary Residential,132153
10917,23178 ,25134 ,Robbery No Firearm,132153
10918,32212 ,22659 ,Theft from Vehicle,132169
10919,37916 ,35181 ,Robbery No Firearm,132173
10920,25687 ,46633 ,Aggravated Assault Firearm,132210
10921,56794 ,55614 ,Aggravated Assault Firearm,132214
10922,90437 ,76686 ,Theft from Vehicle,132241
10923,66353 ,49646 ,Burglary Residential,132246
10924,39168 ,38227 ,Burglary Non-Residential,132247
10925,64283 ,61461 ,Motor Vehicle Theft,132256
10926,13840 ,27878 ,Motor Vehicle Theft,132322
10927,13353 ,29058 ,Burglary Residential,132340
10928,41019 ,38889 ,Aggravated Assault Firearm,132356
10929,13447 ,29850 ,Aggravated Assault No Firearm,132385
10930,15246 ,23251 ,Robbery No Firearm,132417
10931,54337 ,41497 ,Burglary Residential,132460
10932,47324 ,44090 ,Burglary Residential,132464
10933,73503 ,53371 ,Robbery No Firearm,132468
10934,35941 ,58676 ,Robbery Firearm,132492
10935,64283 ,46034 ,Robbery No Firearm,132501
10936,46277 ,65465 ,Aggravated Assault No Firearm,132532
10937,65911 ,62152 ,Aggravated Assault No Firearm,132549
10938,42085 ,50617 ,Robbery Firearm,132551
10939,49714 ,41678 ,Burglary Residential,132562
10940,58863 ,46118 ,Motor Vehicle Theft,132599
10941,54433 ,42079 ,Burglary Residential,132610
10942,50654 ,52267 ,Motor Vehicle Theft,132615
10943,39846 ,33500 ,Robbery Firearm,132622
10944,57680 ,38025 ,Aggravated Assault No Firearm,132674
10945,39892 ,38843 ,Burglary Non-Residential,132744
10946,38911 ,20374 ,Theft from Vehicle,132752
10947,33574 ,16930 ,Burglary Non-Residential,132819
10948,80239 ,51333 ,Theft from Vehicle,132821
10949,47741 ,39500 ,Theft from Vehicle,132850
10950,48565 ,30723 ,Burglary Residential,132858
10951,7354 ,32576 ,Theft from Vehicle,132918
10952,81609 ,56424 ,Theft from Vehicle,132935
10953,31984 ,65767 ,Theft from Vehicle,132944
10954,13041 ,31876 ,Burglary Residential,132954
10955,39453 ,60428 ,Burglary Non-Residential,132955
10956,68001 ,62481 ,Aggravated Assault No Firearm,132959
10957,50727 ,53300 ,Burglary Non-Residential,132962
10958,41297 ,23688 ,Aggravated Assault No Firearm,132971
10959,16068 ,24890 ,Burglary Residential,132972
